RESPOND_ID,EXAMIN_BEGIN_DE,UTILIIZA_MOBILE_APLCTN_MUSIC_PBLPRFR_K_IDOL_AT,UTILIIZA_MOBILE_APLCTN_GAME_AT,UTILIIZA_MOBILE_APLCTN_PHT_AT,UTILIIZA_MOBILE_APLCTN_BRDCST_VIDO_AT,UTILIIZA_MOBILE_APLCTN_CMC_WEBTOON_AT,UTILIIZA_MOBILE_APLCTN_SEARCH_PORTAL_AT,UTILIIZA_MOBILE_APLCTN_FNC_AT,UTILIIZA_MOBILE_APLCTN_ADVANTK_AT,UTILIIZA_MOBILE_APLCTN_TOUR_AT,UTILIIZA_MOBILE_APLCTN_FOOD_ORDER_AT,UTILIIZA_MOBILE_APLCTN_GBRSTRNT_RECOMEND_RESVE_AT,UTILIIZA_MOBILE_APLCTN_SHOPNG_AT,UTILIIZA_MOBILE_APLCTN_WRKOT_AT,UTILIIZA_MOBILE_APLCTN_EWALLET_AT,UTILIIZA_MOBILE_APLCTN_CLEAN_DCCS_AT,UTILIIZA_MOBILE_APLCTN_ESTT_AT,UTILIIZA_MOBILE_APLCTN_HSPTL_PHARM_MEDIC_SEARCH_AT,UTILIIZA_MOBILE_APLCTN_USEGT_AT,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,HSHLD_INCOME_DGREE_NM,OCCP_NM,ANSWRR_OC_AREA_NM
46917,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,50대이상,기혼,900만원,사무직,경기
46921,20230501,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,F,40대,기혼,400만원,기술직,부산
46923,20230501,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,M,50대이상,기혼,500만원,기술직,경기
46924,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,F,40대,미혼 / 비혼,600만원,사무직,서울
46926,20230501,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,F,30대,기혼,700만원,기술직,인천
46931,20230501,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",500만원,경영/관리직,서울
46932,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,F,40대,"기타(이혼, 사별 등)",200만원,사무직,서울
46935,20230501,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,M,50대이상,기혼,700만원,기술직,경기
46938,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,"1,000만원",사무직,서울
46945,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,F,40대,기혼,"1,000만원 이상",사무직,서울
46947,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,M,50대이상,기혼,700만원,기술직,인천
46949,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,M,50대이상,기혼,"1,000만원",사무직,경기
46953,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,M,50대이상,기혼,"1,000만원",경영/관리직,서울
46955,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,F,40대,기혼,500만원,전업주부,강원
46956,20230501,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,300만원,기술직,경기
46959,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,M,50대이상,기혼,400만원,자영업,서울
46960,20230501,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,"1,000만원",경영/관리직,서울
46966,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,F,40대,미혼 / 비혼,300만원,사무직,인천
46967,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,M,40대,미혼 / 비혼,300만원,사무직,서울
46968,20230501,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,경기
46972,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,"1,000만원 이상",기술직,인천
46975,20230501,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원",전문직,전북
46977,20230501,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,M,50대이상,미혼 / 비혼,900만원,경영/관리직,서울
46982,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,기혼,500만원,전업주부,서울
46983,20230501,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,M,40대,기혼,800만원,기타,서울
46986,20230501,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",800만원,자영업,전북
46991,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,M,40대,기혼,700만원,기능/숙련공,울산
46992,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,M,50대이상,기혼,600만원,사무직,부산
46995,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,F,20대,미혼 / 비혼,모름,사무직,경기
46997,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,500만원,사무직,경남
46999,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,F,40대,"기타(이혼, 사별 등)",200만원,사무직,경남
47001,20230501,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,F,40대,기혼,600만원,기술직,경남
47002,20230501,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,서울
47003,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,M,50대이상,기혼,"1,000만원 이상",경영/관리직,경기
47004,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,F,40대,기혼,700만원,자영업,경기
47005,20230501,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,모름,판매/서비스직,제주
47006,20230501,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,기혼,400만원,사무직,서울
47007,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,M,50대이상,기혼,"1,000만원 이상",경영/관리직,경기
47009,20230501,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,F,40대,기혼,"1,000만원 이상",전문직,서울
47011,20230501,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,400만원,기술직,전북
47016,20230501,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,F,40대,기혼,700만원,사무직,경기
47019,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,M,50대이상,"기타(이혼, 사별 등)",300만원,자영업,전남
47022,20230501,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,F,40대,기혼,600만원,전업주부,부산
47024,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,"1,000만원",사무직,경기
47025,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,M,50대이상,기혼,500만원,기타,경기
47033,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,M,40대,"기타(이혼, 사별 등)",700만원,사무직,인천
47034,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,F,40대,기혼,600만원,전업주부,경기
47037,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,M,50대이상,기혼,"1,000만원 이상",기술직,서울
47039,20230501,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,F,40대,기혼,900만원,전업주부,경기
47042,20230501,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,M,50대이상,기혼,600만원,사무직,경기
47044,20230501,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,700만원,기술직,경기
47046,20230501,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,F,50대이상,기혼,100만원 미만,전업주부,경기
47048,20230501,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,F,40대,기혼,800만원,전업주부,인천
47058,20230501,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,M,50대이상,기혼,700만원,사무직,경기
47059,20230501,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,M,50대이상,기혼,800만원,사무직,경북
47060,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,F,40대,기혼,600만원,기술직,경기
47061,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,800만원,사무직,충남
47062,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,F,40대,기혼,400만원,전업주부,경기
47066,20230501,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,40대,기혼,400만원,전업주부,충북
47074,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,"1,000만원",전문직,전남
47076,20230501,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,F,40대,기혼,700만원,전업주부,서울
47079,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,M,50대이상,기혼,700만원,사무직,서울
47080,20230501,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,F,40대,기혼,500만원,전업주부,경북
47084,20230501,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,500만원,사무직,경기
47088,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,F,20대,미혼 / 비혼,"1,000만원 이상",사무직,서울
47090,20230501,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,M,40대,기혼,500만원,전문직,인천
47094,20230501,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,M,50대이상,기혼,800만원,기술직,경기
47096,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,M,40대,"기타(이혼, 사별 등)",700만원,기술직,경기
47101,20230501,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,M,40대,기혼,모름,사무직,경기
47102,20230501,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,M,50대이상,기혼,700만원,기능/숙련공,경남
47103,20230501,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,F,40대,기혼,"1,000만원",전업주부,경기
47107,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,M,40대,기혼,500만원,사무직,경기
47112,20230501,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,40대,기혼,500만원,기능/숙련공,경남
47113,20230501,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,M,50대이상,"기타(이혼, 사별 등)",200만원,기능/숙련공,부산
47116,20230501,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",자영업,충남
47120,20230501,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,600만원,기능/숙련공,전남
47123,20230501,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,M,40대,미혼 / 비혼,300만원,자영업,서울
47135,20230501,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,M,40대,기혼,800만원,전문직,대전
47138,20230501,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,M,40대,기혼,"1,000만원 이상",전문직,서울
47143,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,미혼 / 비혼,300만원,일반작업직,인천
47147,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,M,40대,기혼,400만원,사무직,경기
47157,20230501,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,F,40대,기혼,400만원,전업주부,대전
47161,20230501,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,F,40대,기혼,500만원,기술직,충남
47163,20230501,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,M,40대,기혼,"1,000만원 이상",사무직,세종
47167,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,M,40대,미혼 / 비혼,"1,000만원",기술직,경기
47168,20230501,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,M,40대,기혼,600만원,사무직,경기
47171,20230501,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,M,40대,기혼,"1,000만원 이상",전문직,서울
47175,20230501,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,M,40대,기혼,400만원,판매/서비스직,서울
47178,20230501,N,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,M,40대,기혼,300만원,사무직,부산
47179,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,M,50대이상,미혼 / 비혼,500만원,기술직,서울
47181,20230501,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,M,40대,기혼,700만원,일반작업직,부산
47182,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,M,40대,기혼,800만원,자영업,경기
47191,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,600만원,사무직,서울
47199,20230501,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,500만원,경영/관리직,충북
47206,20230501,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,M,50대이상,"기타(이혼, 사별 등)",100만원 미만,자영업,서울
47211,20230501,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,M,40대,기혼,"1,000만원 이상",사무직,서울
47212,20230501,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,M,50대이상,기혼,400만원,기술직,인천
47215,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,M,40대,기혼,700만원,사무직,서울
47217,20230501,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,40대,기혼,"1,000만원 이상",사무직,강원
47218,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,M,50대이상,기혼,600만원,사무직,부산
47219,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,M,40대,기혼,600만원,기술직,전북
47224,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,M,40대,기혼,600만원,사무직,경남
47226,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,400만원,사무직,부산
47227,20230501,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,900만원,자영업,부산
47228,20230501,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,400만원,자영업,전북
47230,20230501,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,M,40대,기혼,700만원,자영업,경기
47237,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,M,50대이상,기혼,700만원,사무직,서울
47240,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,M,40대,기혼,500만원,사무직,경기
47242,20230501,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,F,30대,미혼 / 비혼,300만원,무직,경기
47245,20230501,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,F,40대,기혼,800만원,전문직,부산
47247,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,900만원,사무직,서울
47249,20230501,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,F,30대,기혼,800만원,사무직,경기
47250,20230501,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,40대,기혼,600만원,기술직,세종
47253,20230501,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,M,40대,기혼,700만원,기술직,광주
47254,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,M,40대,미혼 / 비혼,200만원,판매/서비스직,경남
47256,20230501,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,M,50대이상,기혼,"1,000만원 이상",전문직,서울
47257,20230501,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,M,40대,기혼,600만원,사무직,경기
47264,20230501,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원",자영업,대구
47265,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,40대,기혼,700만원,사무직,인천
47266,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,F,40대,기혼,600만원,사무직,경기
47274,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,900만원,기술직,부산
47277,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,40대,기혼,600만원,사무직,대구
47278,20230501,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,M,40대,"기타(이혼, 사별 등)",200만원,판매/서비스직,경기
47283,20230501,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,M,40대,기혼,500만원,판매/서비스직,전북
47284,20230501,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,700만원,경영/관리직,경기
47286,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,40대,기혼,500만원,판매/서비스직,경기
47287,20230501,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,M,50대이상,기혼,600만원,일반작업직,서울
47288,20230501,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,M,50대이상,미혼 / 비혼,300만원,사무직,경기
47289,20230501,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,사무직,서울
47290,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,M,50대이상,기혼,400만원,기술직,충남
47291,20230501,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,"1,000만원 이상",사무직,인천
47292,20230501,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,700만원,자영업,서울
47297,20230501,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,M,50대이상,기혼,600만원,사무직,경기
47300,20230501,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,F,50대이상,기혼,500만원,전업주부,경기
47304,20230501,N,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,500만원,사무직,경북
47305,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,M,40대,기혼,600만원,사무직,서울
47306,20230501,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,M,50대이상,기혼,400만원,기술직,서울
47308,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,500만원,사무직,대구
47309,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,M,40대,기혼,500만원,기술직,경기
47311,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,M,40대,미혼 / 비혼,900만원,전문직,경기
47312,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,F,30대,기혼,800만원,사무직,서울
47314,20230501,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,40대,기혼,"1,000만원",사무직,서울
47316,20230501,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,M,50대이상,기혼,700만원,기술직,서울
47321,20230501,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,F,40대,기혼,900만원,사무직,서울
47322,20230501,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,M,50대이상,기혼,700만원,사무직,경기
47336,20230501,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,M,50대이상,기혼,"1,000만원 이상",경영/관리직,서울
47337,20230501,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,F,40대,기혼,500만원,전업주부,서울
47338,20230501,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,700만원,사무직,경기
47340,20230501,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,사무직,강원
47342,20230501,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,300만원,사무직,전남
47344,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",판매/서비스직,경기
47345,20230501,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,M,50대이상,기혼,"1,000만원","자유직 (예술가, 종교인 등)",서울
47346,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,700만원,사무직,서울
47348,20230501,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,M,50대이상,기혼,600만원,판매/서비스직,경기
47351,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,M,50대이상,기혼,"1,000만원 이상",사무직,서울
47353,20230501,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,800만원,사무직,부산
47354,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,40대,기혼,300만원,기능/숙련공,충남
47355,20230501,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,M,40대,기혼,300만원,무직,광주
47356,20230501,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,M,40대,기혼,"1,000만원",사무직,경기
47359,20230501,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,M,40대,기혼,"1,000만원 이상",사무직,서울
47363,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,M,40대,기혼,"1,000만원",사무직,인천
47366,20230501,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,M,50대이상,기혼,500만원,사무직,대전
47371,20230501,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,F,40대,기혼,500만원,전업주부,경기
47378,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,F,40대,미혼 / 비혼,500만원,사무직,경기
47382,20230501,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,600만원,사무직,서울
47383,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,모름,자영업,경기
47385,20230501,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,M,50대이상,기혼,400만원,기능/숙련공,인천
47391,20230501,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,M,40대,기혼,600만원,사무직,서울
47393,20230501,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,50대이상,기혼,500만원,판매/서비스직,부산
47394,20230501,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,F,40대,기혼,700만원,전업주부,부산
47396,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,M,40대,기혼,800만원,자영업,경기
47397,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,M,40대,기혼,400만원,기술직,대구
47398,20230501,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,400만원,기술직,광주
47399,20230501,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,400만원,자영업,전북
47403,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,M,50대이상,기혼,200만원,자영업,서울
47407,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,F,40대,기혼,"1,000만원 이상",기술직,서울
